"pk_name","pk_address","pk_code","pk_type_cd","pk_type_nm","oper_se","oper_se_nm","phone","weekday_start","weekday_end","weekend_start","weekend_end","holi_start","holi_end","parking_space","fee_type","basic_fee","basic_time","extra_fee","extra_time","daily_max_fee","monthly_fee","latitude","longitude","coord_src","collected_at"
"강남구 압구정 나들목 앞 가로등형 충전기","서울특별시 강남구 압구정로 321 (서울특별시 강남구 선릉로189길 2 전기차충전소)","1","DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"강남구 압구정 나들목 앞 가로등형 충전기","서울특별시 강남구 압구정로 321 (서울특별시 강남구 선릉로189길 2 전기차충전소)","2","DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"강남운전면허시험장","서울특별시 강남구 테헤란로114길 23 주차장 출구 인근","1","DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"강남주민편익시설","서울특별시 강남구 남부순환로 3318 강남주민편익시설 입구","1","DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"강남주민편익시설","서울특별시 강남구 남부순환로 3318 강남주민편익시설 입구","2","DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"강남주민편익시설","서울특별시 강남구 남부순환로 3318 강남주민편익시설 입구","3","DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"강남주민편익시설","서울특별시 강남구 남부순환로 3318 강남주민편익시설 입구","4","DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"강동구청","서울시 강동구 성내로 25 ","1","DC콤보","급속(100kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"강동구청","서울시 강동구 성내로 25 ","2","DC콤보","급속(100kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"강일동 주차장(구)","강동구 강일동 665-4","1370100","NW","노외 주차장","1","시간제 주차장","","0000","2400","0000","2400","0000","2400","90","유료","150.0","5.0","150.0","5.0","","80000.0","37.5661440479532","127.172540520573","카카오","2026-06-29 19:20:30"
"강일동 주차장(구)","강동구 강일동 665-4","1370100","NW","노외 주차장","1","시간제 주차장","","0000","2400","0000","2400","0000","2400","90","유료","150.0","5.0","150.0","5.0","","80000.0","37.5661440479532","127.172540520573","카카오","2026-06-29 19:20:30"
"강일동 주차장(구)","강동구 강일동 665-4","1370100","NW","노외 주차장","1","시간제 주차장","","0000","2400","0000","2400","0000","2400","90","유료","150.0","5.0","150.0","5.0","","80000.0","37.5661440479532","127.172540520573","카카오","2026-06-29 19:20:30"
"강동문화재단","서울특별시 강동구 동남로 870 강동아트센터","1","AC완속","완속(7kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"강동문화재단","서울특별시 강동구 동남로 870 강동아트센터","2","AC완속","완속(7kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"강동문화재단","서울특별시 강동구 동남로 870 강동아트센터","3","AC완속","완속(7kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"개봉1동 노외공영주차장","서울특별시 구로구 경인로33길 51 노외공영주차장","1","AC완속","완속(7kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"개봉1동 노외공영주차장","서울특별시 구로구 경인로33길 51 노외공영주차장","2","AC완속","완속(7kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"개화산역 공영주차장","서울특별시 강서구 양천로 22 (방화동, 개화산역 공영주차장) 지상1층 진입로 직진 10M","1","DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"개화산역 공영주차장","서울특별시 강서구 양천로 22 (방화동, 개화산역 공영주차장) 지상1층 진입로 직진 10M","2","DC콤보","급속(200kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"개화산역 공영주차장","서울특별시 강서구 양천로 22 (방화동, 개화산역 공영주차장) 지상1층 진입로 직진 10M","3","DC콤보","급속(200kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"개화산역 공영주차장","서울특별시 강서구 양천로 22 (방화동, 개화산역 공영주차장) 지상1층 진입로 직진 10M","4","DC콤보","급속(200kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"개화산역 공영주차장","서울특별시 강서구 양천로 22 (방화동, 개화산역 공영주차장) 지상1층 진입로 직진 10M","5","DC콤보","급속(200kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"개화산역 공영주차장","서울특별시 강서구 양천로 22 (방화동, 개화산역 공영주차장) 지상1층 진입로 직진 10M","6","DC콤보","급속(100kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"개화산역 공영주차장","서울특별시 강서구 양천로 22 (방화동, 개화산역 공영주차장) 지상1층 진입로 직진 10M","7","DC콤보","급속(200kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"고척1동 마을 공영주차장","서울특별시 구로구 중앙로8길 16 지상 5층","1","DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"고척1동 마을 공영주차장","서울특별시 구로구 중앙로8길 16 지상 5층","2","DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"고척1동 마을 공영주차장","서울특별시 구로구 중앙로8길 16 지상 5층","3","DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"고척1동 마을 공영주차장","서울특별시 구로구 중앙로8길 16 지상 5층","4","DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"고척1동 마을 공영주차장","서울특별시 구로구 중앙로8길 16 지상 5층","5","DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"고척스카이돔","서울특별시 구로구 안양천로 545 고척스카이돔","1","DC콤보","급속(90kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"고척스카이돔","서울특별시 구로구 안양천로 545 고척스카이돔","2","DC콤보","급속(90kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"고척스카이돔","서울특별시 구로구 안양천로 545 고척스카이돔","3","DC콤보","급속(90kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"고척스카이돔","서울특별시 구로구 안양천로 545 고척스카이돔","4","DC콤보","급속(90kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"고척스카이돔","서울특별시 구로구 안양천로 545 고척스카이돔","5","DC콤보","급속(90kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"고척스카이돔","서울특별시 구로구 안양천로 545 고척스카이돔","6","DC콤보","급속(90kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"고척스카이돔","서울특별시 구로구 안양천로 545 고척스카이돔","7","AC완속","완속(7kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"곰달래5길 노상공영주차장","서울특별시 양천구 곰달래로5길 17 신월프라자 앞 주차구획","1","DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"곰달래5길 노상공영주차장","서울특별시 양천구 곰달래로5길 17 신월프라자 앞 주차구획","2","DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"공릉동 거주자주차장","서울특별시 노원구 동일로198길 42 53-15 구획","1","DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"관악구 노인회관 50센터","서울특별시 관악구 관악로5길 95 ","1","DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"광진구 자양동 거주자우선주차장 가로등형 충전기","서울특별시 광진구 자양번영로3길 65 (서울특별시 광진구 뚝섬로36길 39 전기차충전소)","1","DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"교통공원길(구)","송파구 신천동 10-2","1568618","NS","노상 주차장","1","시간제 주차장","","0900","2100","0900","2100","0900","2100","1","유료","250.0","5.0","","","","","37.5162244306375","127.103599153394","카카오","2026-06-29 19:21:48"
"교통공원길(구)","송파구 신천동 10-2","1568618","NS","노상 주차장","1","시간제 주차장","","0900","2100","0900","2100","0900","2100","1","유료","250.0","5.0","","","","","37.5162244306375","127.103599153394","카카오","2026-06-29 19:21:48"
"구로2동 주택가 공영주차장","서울특별시 구로구 구로동로42길 48-4 ","1","DC콤보","급속(50kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"구로2동 주택가 공영주차장","서울특별시 구로구 구로동로42길 48-4 ","2","DC콤보","급속(50kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"구로2동 주택가 공영주차장","서울특별시 구로구 구로동로42길 48-4 ","3","DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"구로2동 주택가 공영주차장","서울특별시 구로구 구로동로42길 48-4 ","4","DC콤보","급속(50kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"구로2동 주택가 공영주차장","서울특별시 구로구 구로동로42길 48-4 ","5","DC콤보","급속(50kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"구로5동 마을공동공영주차장","서울특별시 구로구 공원로7길 22-10 구로5동 마을공동공영주차장","1","AC완속","완속(7kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"구로5동 마을공동공영주차장","서울특별시 구로구 공원로7길 22-10 구로5동 마을공동공영주차장","2","AC완속","완속(7kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"구파발역 공영주차장 ","서울특별시 은평구 진관2로 15-40 ","1","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"구파발역 공영주차장 ","서울특별시 은평구 진관2로 15-40 ","2","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"국립한글박물관 지하주차장","서울특별시 용산구 서빙고로 139 지하주차장 입구 좌측","1","AC완속","완속(7kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"국립한글박물관 지하주차장","서울특별시 용산구 서빙고로 139 지하주차장 입구 좌측","2","DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"기업은행 무교지점 앞 가로등형 충전소","서울특별시 중구 무교로 20 전기차충전소","1","DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"난곡스마트 공영주차장","서울특별시 관악구 난곡로26길 94 옥상층","1","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"난곡스마트 공영주차장","서울특별시 관악구 난곡로26길 94 옥상층","2","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"남부초 공영주차장","서울특별시 관악구 남부순환로163길 14 지하 1층 진입로 오른쪽 맨끝","1","DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"남산청사","서울특별시 중구 삼일대로 231 (예장동, 남산별관) 중부공원여가센터 앞 왼쪽 차단기 뒷편","1","AC완속","완속(7kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"남산청사","서울특별시 중구 삼일대로 231 (예장동, 남산별관) 중부공원여가센터 앞 왼쪽 차단기 뒷편","2","AC완속","완속(7kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"노송길 공동주차장 ","서울특별시 은평구 역말로6길 12-12 ","1","DC콤보","급속(100kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"노송길 공동주차장 ","서울특별시 은평구 역말로6길 12-12 ","2","DC콤보","급속(100kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"노원구청","서울 노원구 노해로 437(노원구청) (상계동, 노원구청) 지상1층 입구 우측 5m","1","DC콤보","급속(100kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"노원구청","서울 노원구 노해로 437(노원구청) (상계동, 노원구청) 지상1층 입구 우측 5m","2","DC콤보","급속(100kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"노원구청","서울 노원구 노해로 437(노원구청) (상계동, 노원구청) 지상1층 입구 우측 5m","3","DC콤보","급속(100kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"노원구청","서울 노원구 노해로 437(노원구청) (상계동, 노원구청) 지상1층 입구 우측 5m","4","DC콤보","급속(100kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"노원세무서 거주자주차장","서울특별시 도봉구 노해로69길 14 06-90 구획","1","DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"노원수학문화관","서울특별시 노원구 한글비석로19길 28 노원수학문화관","1","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"노원이지센터","서울특별시 노원구 한글비석로 97 상가 주차장","1","DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"노원이지센터","서울특별시 노원구 한글비석로 97 상가 주차장","2","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"노원이지센터","서울특별시 노원구 한글비석로 97 상가 주차장","3","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"노원자원회수시설","서울특별시 노원구 덕릉로70길 99 노원자원회수시설","1","DC콤보","급속(100kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"노원자원회수시설","서울특별시 노원구 덕릉로70길 99 노원자원회수시설","2","DC콤보","급속(100kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"노원자원회수시설","서울특별시 노원구 덕릉로70길 99 노원자원회수시설","3","DC콤보","급속(50kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"노원자원회수시설","서울특별시 노원구 덕릉로70길 99 노원자원회수시설","5","DC콤보","급속(50kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"노원자원회수시설","서울특별시 노원구 덕릉로70길 99 노원자원회수시설","6","DC콤보","급속(50kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"논현 1호 공영주차장","서울특별시 강남구 학동로6길 19 2층 램프 인근","1","DC콤보","급속(100kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"논현 1호 공영주차장","서울특별시 강남구 학동로6길 19 2층 램프 인근","2","DC콤보","급속(100kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"논현 2호 공영주차장","서울특별시 강남구 학동로20길 13 1층 입구 좌측","1","DC콤보","급속(100kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"논현 2호 공영주차장","서울특별시 강남구 학동로20길 13 1층 입구 좌측","2","DC콤보","급속(100kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"논현2동 주민센터","서울특별시 강남구 학동로43길 17 지상주차장","1","AC완속","완속(7kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"논현로28길 노상공영주차장","서울특별시 강남구 논현로28길 25 ","1","DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"논현문화마루","서울시 강남구 논현동 40-5 ","1","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"누상 공영주차장(구)","종로구 누상동 166-50","3078460","NW","노외 주차장","3","시간제 + 거주자 주차장","02-2236-0052","0000","2400","0000","2400","0000","2400","36","유료","200.0","5.0","200.0","5.0","","","37.5802891616565","126.964583992599","카카오","2026-06-29 19:24:11"
"누상 공영주차장(구)","종로구 누상동 166-50","3078460","NW","노외 주차장","3","시간제 + 거주자 주차장","02-2236-0052","0000","2400","0000","2400","0000","2400","36","유료","200.0","5.0","200.0","5.0","","","37.5802891616565","126.964583992599","카카오","2026-06-29 19:24:11"
"대궐재어린이공원 거주자주차장","서울특별시 서대문구 연희동 73-8 16-13구획","1","DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"대방동(서울공고) 거주자주차장","서울특별시 동작구 대방동1길 46 보라매역 7번출구 인근 116번 구획","1","DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"도곡2동 주민센터","서울시 강남구 남부순환로378길 34-9 ","1","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"도곡정보문화도서관","서울특별시 강남구 도곡로18길 57 (도곡동, 도곡정보문화도서관) 지상1층 정문 뒷편주차장","1","AC완속","완속(7kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"도곡정보문화도서관","서울특별시 강남구 도곡로18길 57 (도곡동, 도곡정보문화도서관) 지상1층 정문 뒷편주차장","2","AC완속","완속(7kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"도봉동 거주자우선주차장","서울특별시 도봉구 도봉로169나길 34 ","1","DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"도봉동 실내스포츠센터","서울특별시 도봉구 마들로 805 1층 주차장","1","DC콤보","급속(100kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"도봉동 실내스포츠센터","서울특별시 도봉구 마들로 805 1층 주차장","2","DC콤보","급속(100kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"도봉산역 환승주차장","서울 도봉구 도봉로 955(도봉산역 광역환승센타) (도봉동, 도봉산역 환승공영주차장) 지상4층 진입로 우측 10m","1","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"도봉산역 환승주차장","서울 도봉구 도봉로 955(도봉산역 광역환승센타) (도봉동, 도봉산역 환승공영주차장) 지상4층 진입로 우측 10m","2","DC콤보","급속(100kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"독립문문화공원 지하공영주차장 ","서울특별시 서대문구 성산로 700 ","1","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"독립문문화공원 지하공영주차장 ","서울특별시 서대문구 성산로 700 ","2","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"독립문문화공원 지하공영주차장 ","서울특별시 서대문구 성산로 700 ","3","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"독립문문화공원 지하공영주차장 ","서울특별시 서대문구 성산로 700 ","4","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"독립문문화공원 지하공영주차장 ","서울특별시 서대문구 성산로 700 ","5","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"독립문문화공원 지하공영주차장 ","서울특별시 서대문구 성산로 700 ","6","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"동대문구청","서울특별시 동대문구 천호대로 145 동대문구청","1","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"동대문구청","서울특별시 동대문구 천호대로 145 동대문구청","2","DC콤보","급속(100kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"동대문구청","서울특별시 동대문구 천호대로 145 동대문구청","3","DC콤보","급속(100kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"동대문구청","서울특별시 동대문구 천호대로 145 동대문구청","4","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"동대문구청","서울특별시 동대문구 천호대로 145 동대문구청","5","DC콤보","급속(100kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"동대문구청","서울특별시 동대문구 천호대로 145 동대문구청","6","DC콤보","급속(100kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"동대문구청","서울특별시 동대문구 천호대로 145 동대문구청","7","DC콤보","급속(100kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"동작구청","서울특별시 동작구 장승배기로 161 (노량진동, 동작구청) 교통종합민원실 앞 주차장","1","DC차데모+AC3상+DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"동작구청 후문 가로등형 충전소","서울특별시 동작구 장승배기로 161 (서울특별시 동작구 노량진로 8길 65 전기차충전소)","1","DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"드림디포 앞 가로등형 충전소","서울특별시 마포구 토정로 271 전기차충전소","1","DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"로봇과학관","서울특별시 도봉구 마들로13길 56 로봇과학관","1","AC완속","완속(7kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"마들스포츠타운","서울 노원구 덕릉로 460(노원에코센터) (상계동, 마들체육공원) 지상 1층 우측 20m","1","DC콤보","급속(100kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"마들스포츠타운","서울 노원구 덕릉로 460(노원에코센터) (상계동, 마들체육공원) 지상 1층 우측 20m","2","DC콤보","급속(100kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"마들스포츠타운","서울 노원구 덕릉로 460(노원에코센터) (상계동, 마들체육공원) 지상 1층 우측 20m","3","DC콤보","급속(100kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"마들스포츠타운","서울 노원구 덕릉로 460(노원에코센터) (상계동, 마들체육공원) 지상 1층 우측 20m","4","DC콤보","급속(100kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"마들스포츠타운","서울 노원구 덕릉로 460(노원에코센터) (상계동, 마들체육공원) 지상 1층 우측 20m","5","DC콤보","급속(100kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"마들스포츠타운","서울 노원구 덕릉로 460(노원에코센터) (상계동, 마들체육공원) 지상 1층 우측 20m","6","DC콤보","급속(100kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"마천동1 공영주차장","서울특별시 송파구 성내천로43길 6 마천동1 공영주차장 1층","1","AC완속","완속(7kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"마천동1 공영주차장","서울특별시 송파구 성내천로43길 6 마천동1 공영주차장 1층","2","AC완속","완속(7kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"마천동1 공영주차장","서울특별시 송파구 성내천로43길 6 마천동1 공영주차장 1층","3","AC완속","완속(7kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"마포농수산물시장","서울특별시 마포구 월드컵로 235 ","1","DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"마포농수산물시장","서울특별시 마포구 월드컵로 235 ","2","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"마포농수산물시장","서울특별시 마포구 월드컵로 235 ","3","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"마포농수산물시장","서울특별시 마포구 월드컵로 235 ","4","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"마포농수산물시장","서울특별시 마포구 월드컵로 235 ","5","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"마포유수지 공영주차장 ","서울특별시 마포구 마포대로1길 9 ","1","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"마포유수지 공영주차장 ","서울특별시 마포구 마포대로1길 9 ","2","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"마포유수지 공영주차장 ","서울특별시 마포구 마포대로1길 9 ","3","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"마포유수지 공영주차장 ","서울특별시 마포구 마포대로1길 9 ","4","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"망우역사문화공원 제3주차장","서울특별시 중랑구 망우동 산 56 망우역사문화공원 공영주차장 출구 ","1","DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"망우역사문화공원 제3주차장","서울특별시 중랑구 망우동 산 56 망우역사문화공원 공영주차장 출구 ","2","DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"망우역사문화공원 제3주차장","서울특별시 중랑구 망우동 산 56 망우역사문화공원 공영주차장 출구 ","3","DC콤보","급속(100kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"망우역사문화공원 제3주차장","서울특별시 중랑구 망우동 산 56 망우역사문화공원 공영주차장 출구 ","4","DC콤보","급속(100kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"망우제2 거주자주차장","서울특별시 중랑구 망우로71길 53 (망우동, 망우제2거주자주차장) 지상1층 진입로 정면 20M","1","DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"망원3 노상공영주차장","서울특별시 마포구 희우정로 125 ","1","DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"면목5동 공영주차장","서울특별시 중랑구 동일로 593 면목5동 공영주차장","1","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
