"pk_name","pk_address","pk_code","pk_type_cd","pk_type_nm","oper_se","oper_se_nm","phone","weekday_start","weekday_end","weekend_start","weekend_end","holi_start","holi_end","parking_space","fee_type","basic_fee","basic_time","extra_fee","extra_time","daily_max_fee","monthly_fee","latitude","longitude","coord_src","collected_at"
"면목5동 공영주차장","서울특별시 중랑구 동일로 593 면목5동 공영주차장","2","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"면일초등학교 공영주차장","서울특별시 중랑구 용마산로100길 13 면일초등학교 공영주차장","1","DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"면일초등학교 공영주차장","서울특별시 중랑구 용마산로100길 13 면일초등학교 공영주차장","2","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"면일초등학교 공영주차장","서울특별시 중랑구 용마산로100길 13 면일초등학교 공영주차장","3","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"명일동 거주자주차장(127번)","서울특별시 강동구 명일동 51-1 유료 127번","1","DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"명일동 거주자주차장(134번)","서울특별시 강동구 명일동 51-1 유료 134번 구획","1","DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"목동공영주차장","서울특별시 양천구 목동동로 298 목동공영주차장","1","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"목동공영주차장","서울특별시 양천구 목동동로 298 목동공영주차장","2","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"목동공영주차장","서울특별시 양천구 목동동로 298 목동공영주차장","3","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"목동공영주차장","서울특별시 양천구 목동동로 298 목동공영주차장","4","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"목동공영주차장","서울특별시 양천구 목동동로 298 목동공영주차장","5","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"목동공영주차장","서울특별시 양천구 목동동로 298 목동공영주차장","6","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"목동공영주차장","서울특별시 양천구 목동동로 298 목동공영주차장","7","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"목동공영주차장","서울특별시 양천구 목동동로 298 목동공영주차장","8","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"목동공영주차장","서울특별시 양천구 목동동로 298 목동공영주차장","9","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"목동공영주차장","서울특별시 양천구 목동동로 298 목동공영주차장","10","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"목동공영주차장","서울특별시 양천구 목동동로 298 목동공영주차장","11","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"목동공영주차장","서울특별시 양천구 목동동로 298 목동공영주차장","12","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"목동공영주차장","서울특별시 양천구 목동동로 298 목동공영주차장","13","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"문정근린공원 공영주차장","서울특별시 송파구 문정로 지하12 문정근린공원 공영주차장","1","AC완속","완속(7kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"문정근린공원 공영주차장","서울특별시 송파구 문정로 지하12 문정근린공원 공영주차장","2","AC완속","완속(7kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"문정근린공원 공영주차장","서울특별시 송파구 문정로 지하12 문정근린공원 공영주차장","3","AC완속","완속(7kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"문정동 세광교회 앞 전기차 충전소","서울특별시 송파구 동남로4길 37 세광교회 앞","1","AC완속","완속(7kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"문화재청 궁능유적본부","서울특별시 강남구 선릉로100길 1 문화재청 궁능유적본부","1","AC완속","완속(7kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"문화재청 궁능유적본부","서울특별시 강남구 선릉로100길 1 문화재청 궁능유적본부","2","AC완속","완속(7kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"미아동 도봉세무서 앞 전기차 충전소","서울특별시 강북구 도봉로 117 ","1","AC완속","완속(7kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"미아동 축산농협 전기차 충전소","서울특별시 강북구 도봉로 136 ","1","AC완속","완속(7kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"미아동 축산농협 전기차 충전소","서울특별시 강북구 도봉로 136 ","2","AC완속","완속(7kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"미아동공영주차장","서울특별시 강북구 도봉로61길 46 옥상층","1","DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"미화어린이공원 주차장","서울특별시 도봉구 도봉로130길 13-17 굿윌스토어 앞","1","DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"반포복개천 노상공영주차장","서울특별시 서초구 고무래로 35-2 반포복개천 노상공영주차장","1","DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"방학동 도깨비시장 공영주차장","서울특별시 도봉구 방학로10길 51 지상층","1","DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"방화로 노상공영주차장","서울특별시 강서구 방화대로 139 유료 30번 구획","1","DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"배봉공영주차장","서울특별시 동대문구 망우로18나길 20 배봉공영주차장 지하1층","1","DC콤보","급속(100kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"배봉공영주차장","서울특별시 동대문구 망우로18나길 20 배봉공영주차장 지하1층","2","DC콤보","급속(100kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"보라매공원 정문주차장","서울특별시 동작구 여의대방로20길 33 보라매공원 정문주차장","1","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"보라매공원 정문주차장","서울특별시 동작구 여의대방로20길 33 보라매공원 정문주차장","2","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"복정역 공영주차장","서울특별시 송파구 송파대로 지하6 (장지동, 복정역공영주차장) 지상1층 정면 직진 20M 후 좌측 지점","1","DC콤보","급속(50kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"복정역 공영주차장","서울특별시 송파구 송파대로 지하6 (장지동, 복정역공영주차장) 지상1층 정면 직진 20M 후 좌측 지점","2","DC콤보","급속(50kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"봉화산역(남) 공영주차장(구)","중랑구 신내동 647-0","172382","NW","노외 주차장","1","시간제 주차장","","0000","2200","0000","2200","0000","2200","86","유료","80.0","5.0","80.0","5.0","","","37.6164241597896","127.091953513365","카카오","2026-06-29 19:22:39"
"봉화산역(남) 공영주차장(구)","중랑구 신내동 647-0","172382","NW","노외 주차장","1","시간제 주차장","","0000","2200","0000","2200","0000","2200","86","유료","80.0","5.0","80.0","5.0","","","37.6164241597896","127.091953513365","카카오","2026-06-29 19:22:39"
"북가좌동 공영주차장 전기차 충전소","서울특별시 서대문구 거북골로14길 86 거주자우선공영주차장","1","AC완속","완속(7kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"북악골프연습장","서울특별시 성북구 북악산로 537-14 북악골프연습장","1","DC콤보","급속(50kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"북악골프연습장","서울특별시 성북구 북악산로 537-14 북악골프연습장","2","DC콤보","급속(50kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"북악골프연습장","서울특별시 성북구 북악산로 537-14 북악골프연습장","3","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"불암산공영주차장","서울특별시 노원구 덕릉로94길 73 불암산공영주차장","1","DC콤보","급속(100kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"불암산공영주차장","서울특별시 노원구 덕릉로94길 73 불암산공영주차장","2","DC콤보","급속(100kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"불암산스포츠타운","서울 노원구 중계로 36(불암산스포츠타운) (공릉동, 불암산스포츠타운) 지상1층 우측 5m","1","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"빙수골 거주자우선주차장","서울시 동작구 상도동 299-16 ","1","DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"사당5동 주민센터 거주자주차장","서울특별시 동작구 사당로2가길 219 거주자주차장 14번","1","DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"사당문화회관 부설주차장","서울시 동작구 사당동 232-1 ","1","DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"사당종합체육관","서울특별시 동작구 사당로27길 232 사당종합체육관 지하주차장","1","AC완속","완속(7kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"삼전동 공영주차장","서울특별시 송파구 백제고분로32길 25-17 삼전동 공영주차장 지상 3층","1","AC완속","완속(7kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"삼전동 공영주차장","서울특별시 송파구 백제고분로32길 25-17 삼전동 공영주차장 지상 3층","2","AC완속","완속(7kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"삼전동 공영주차장","서울특별시 송파구 백제고분로32길 25-17 삼전동 공영주차장 지상 3층","3","AC완속","완속(7kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"상계구민체육센터","서울 노원구 덕릉로 748 (상계동, 상계구민체육센터) 지하1층 좌측 끝","1","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"서대문구청 주차장","서울특별시 서대문구 연희로 248 전기차 충전소","1","DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"서소문청사(지상)","서울특별시 중구 덕수궁길 15 지상1층 진입로 오른쪽 5M지점","1","DC콤보","급속(120kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"서소문청사(지상)","서울특별시 중구 덕수궁길 15 지상1층 진입로 오른쪽 5M지점","2","DC콤보","급속(120kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"서소문청사(지하주차장)","서울특별시 중구 덕수궁길 15 (서소문동, 서소문별관) 지하 진입로 직진 20M 지점","1","DC콤보","급속(50kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"서소문청사(지하주차장)","서울특별시 중구 덕수궁길 15 (서소문동, 서소문별관) 지하 진입로 직진 20M 지점","2","DC콤보","급속(50kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"서소문청사(지하주차장)","서울특별시 중구 덕수궁길 15 (서소문동, 서소문별관) 지하 진입로 직진 20M 지점","3","DC콤보","급속(50kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"서소문청사(지하주차장)","서울특별시 중구 덕수궁길 15 (서소문동, 서소문별관) 지하 진입로 직진 20M 지점","4","DC콤보","급속(50kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"서소문청사(지하주차장)","서울특별시 중구 덕수궁길 15 (서소문동, 서소문별관) 지하 진입로 직진 20M 지점","5","AC완속","완속(7kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"서소문청사(후생동)","서울특별시 중구 덕수궁길 15 (서소문동, 서소문청사후생동) 지상1층 주차장","1","AC완속","완속(7kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"서울물재생시설공단","서울특별시 강남구 일원동 580 공단 본사 주차장","1","DC콤보","급속(100kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"서울물재생시설공단","서울특별시 강남구 일원동 580 공단 본사 주차장","2","DC콤보","급속(100kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"서울숲공원주차장","서울특별시 성동구 왕십리로 27 서울숲공원 주차장","1","DC콤보","급속(100kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"서울숲공원주차장","서울특별시 성동구 왕십리로 27 서울숲공원 주차장","2","DC콤보","급속(100kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"서울숲공원주차장","서울특별시 성동구 왕십리로 27 서울숲공원 주차장","3","DC콤보","급속(50kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"서울숲공원주차장","서울특별시 성동구 왕십리로 27 서울숲공원 주차장","4","DC콤보","급속(50kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"서울시 본관청사","서울특별시 중구 세종대로 110 (태평로1가, 서울특별시청) 지하2층 24번 기둥","5","DC콤보","급속(50kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"서울시 본관청사","서울특별시 중구 세종대로 110 (태평로1가, 서울특별시청) 지하2층 24번 기둥","6","DC콤보","급속(50kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"서울시 본관청사","서울특별시 중구 세종대로 110 (태평로1가, 서울특별시청) 지하2층 24번 기둥","7","DC콤보","급속(50kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"서울시 본관청사","서울특별시 중구 세종대로 110 (태평로1가, 서울특별시청) 지하2층 24번 기둥","8","DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"서울연극창작센터","서울특별시 성북구 동소문로 1 1-4","1","DC콤보","급속(100kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"서울연극창작센터","서울특별시 성북구 동소문로 1 1-4","2","DC콤보","급속(100kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"서울월드컵경기장 ","서울특별시 마포구 월드컵로 240 ","1","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"서울월드컵경기장 ","서울특별시 마포구 월드컵로 240 ","2","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"서울월드컵경기장 ","서울특별시 마포구 월드컵로 240 ","3","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"서울월드컵경기장 ","서울특별시 마포구 월드컵로 240 ","4","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"서울월드컵경기장 ","서울특별시 마포구 월드컵로 240 ","5","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"서울월드컵경기장 ","서울특별시 마포구 월드컵로 240 ","6","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"서울월드컵경기장 ","서울특별시 마포구 월드컵로 240 ","7","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"서울월드컵경기장 ","서울특별시 마포구 월드컵로 240 ","8","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"서울월드컵경기장 ","서울특별시 마포구 월드컵로 240 ","9","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"서울월드컵경기장 ","서울특별시 마포구 월드컵로 240 ","10","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"서울월드컵경기장 ","서울특별시 마포구 월드컵로 240 ","11","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"서울월드컵경기장 ","서울특별시 마포구 월드컵로 240 ","12","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"서울월드컵경기장 ","서울특별시 마포구 월드컵로 240 ","13","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"서울월드컵경기장 ","서울특별시 마포구 월드컵로 240 ","14","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"서울월드컵경기장 ","서울특별시 마포구 월드컵로 240 ","15","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"서울특별시 동부기술교육원","경기도 안양시 동안구 시민대로 300 111","1","DC콤보","급속(50kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"서울특별시 동부기술교육원","경기도 안양시 동안구 시민대로 300 111","2","DC콤보","급속(50kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"서울특별시 동부기술교육원","경기도 안양시 동안구 시민대로 300 111","3","DC콤보","급속(50kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"서울특별시 동부기술교육원","경기도 안양시 동안구 시민대로 300 111","4","DC콤보","급속(50kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"석계역 공영주차장(문화공원 옆)","서울 노원구 월계동 50-1(더조은요양병원) (월계동, 석계역 공영주차장) 지상1층 진입로 우측 50m","1","DC콤보","급속(100kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"석계역 공영주차장(문화공원 옆)","서울 노원구 월계동 50-1(더조은요양병원) (월계동, 석계역 공영주차장) 지상1층 진입로 우측 50m","2","DC콤보","급속(100kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"석계역 공영주차장(석계역 앞)","서울 노원구 월계동 64-2(운기빌라) (월계동, 석계역 공영주차장) 지상 1층 10m","1","DC콤보","급속(100kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"석계역 공영주차장(석계역 앞)","서울 노원구 월계동 64-2(운기빌라) (월계동, 석계역 공영주차장) 지상 1층 10m","2","DC콤보","급속(100kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"석관동공영주차장","서울특별시 성북구 돌곶이로11길 10 석관동공영주차장","1","DC콤보","급속(50kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"석관동공영주차장","서울특별시 성북구 돌곶이로11길 10 석관동공영주차장","2","DC콤보","급속(50kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"석관동공영주차장","서울특별시 성북구 돌곶이로11길 10 석관동공영주차장","3","DC콤보","급속(50kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"석관동공영주차장","서울특별시 성북구 돌곶이로11길 10 석관동공영주차장","4","DC콤보","급속(50kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"성동구 마장동 거주자우선주차장 가로등형 충전기","서울특별시 성동구 마장동 775-2 트레저힐스 (서울특별시 성동구 마조로19길 18 전기차 충전소)","1","DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"성동구청","서울특별시 성동구 고산자로 270 (행당동, 성동구청) 지하2층 F7번 구역","1","DC차데모+AC3상+DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"성북구의회","서울특별시 성북구 북악산로 949-60 성북구의회 주차장","1","DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"송월동차고지","서울특별시 종로구 송월길 52 (송월동, 국립기상박물관) 지상1층 주차장 왼쪽 5M(급속), 오른쪽 5M(완속)","4","DC콤보","급속(100kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"송월동차고지","서울특별시 종로구 송월길 52 (송월동, 국립기상박물관) 지상1층 주차장 왼쪽 5M(급속), 오른쪽 5M(완속)","5","DC콤보","급속(100kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"송월동차고지","서울특별시 종로구 송월길 52 (송월동, 국립기상박물관) 지상1층 주차장 왼쪽 5M(급속), 오른쪽 5M(완속)","8","DC콤보","급속(100kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"송월동차고지","서울특별시 종로구 송월길 52 (송월동, 국립기상박물관) 지상1층 주차장 왼쪽 5M(급속), 오른쪽 5M(완속)","9","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"송월동차고지","서울특별시 종로구 송월길 52 (송월동, 국립기상박물관) 지상1층 주차장 왼쪽 5M(급속), 오른쪽 5M(완속)","10","DC콤보","급속(50kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"송월동차고지","서울특별시 종로구 송월길 52 (송월동, 국립기상박물관) 지상1층 주차장 왼쪽 5M(급속), 오른쪽 5M(완속)","11","DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"송월동차고지","서울특별시 종로구 송월길 52 (송월동, 국립기상박물관) 지상1층 주차장 왼쪽 5M(급속), 오른쪽 5M(완속)","12","AC완속","완속(7kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"송월동차고지","서울특별시 종로구 송월길 52 (송월동, 국립기상박물관) 지상1층 주차장 왼쪽 5M(급속), 오른쪽 5M(완속)","13","AC완속","완속(7kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"송월동차고지","서울특별시 종로구 송월길 52 (송월동, 국립기상박물관) 지상1층 주차장 왼쪽 5M(급속), 오른쪽 5M(완속)","14","AC완속","완속(7kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"송월동차고지","서울특별시 종로구 송월길 52 (송월동, 국립기상박물관) 지상1층 주차장 왼쪽 5M(급속), 오른쪽 5M(완속)","15","AC완속","완속(7kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"송월동차고지","서울특별시 종로구 송월길 52 (송월동, 국립기상박물관) 지상1층 주차장 왼쪽 5M(급속), 오른쪽 5M(완속)","16","AC완속","완속(7kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"송월동차고지","서울특별시 종로구 송월길 52 (송월동, 국립기상박물관) 지상1층 주차장 왼쪽 5M(급속), 오른쪽 5M(완속)","17","AC완속","완속(7kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"송월동차고지","서울특별시 종로구 송월길 52 (송월동, 국립기상박물관) 지상1층 주차장 왼쪽 5M(급속), 오른쪽 5M(완속)","18","AC완속","완속(7kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"송정동주민센터","서울특별시 성동구 동일로43길 13 송정동주민센터","1","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"수락산 근린공원 공영주차장","서울특별시 노원구 상계동 14 (상계동, 수락산 공영주차장) 지상1층 정면 10m","1","DC콤보","급속(100kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"수락산 근린공원 공영주차장","서울특별시 노원구 상계동 14 (상계동, 수락산 공영주차장) 지상1층 정면 10m","2","DC콤보","급속(100kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"수락산당고개공원","서울 노원구 상계로 273 (상계동, 수락산당고개지구공원) 지상1층 정면 10m","1","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"수락산당고개공원","서울 노원구 상계로 273 (상계동, 수락산당고개지구공원) 지상1층 정면 10m","2","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"수락산디자인거리","서울 노원구 동일로242길 67 (상계동, 수락산디자인거리) 휴플러스수락한신아파트 앞 노상공영주차장","1","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"수락산디자인거리","서울 노원구 동일로242길 67 (상계동, 수락산디자인거리) 휴플러스수락한신아파트 앞 노상공영주차장","2","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"수락산디자인거리 공영주차장","서울특별시 노원구 상계동 1119 해주네 곰탕 앞","1","DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"수락산스포츠타운","서울 노원구 상계동 123-1(체육시설 관리동) (상계동, 수락산스포츠타운) 지상1층 우측 5m","1","DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"수서역 공영주차장 복합충전소","서울특별시 강남구 광평로47길 28 (수서동, 수서역 공영주차장) 지상1층 정면 10M지점","1","DC콤보","급속(200kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"수서역 공영주차장 복합충전소","서울특별시 강남구 광평로47길 28 (수서동, 수서역 공영주차장) 지상1층 정면 10M지점","2","DC콤보","급속(200kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"수서역 공영주차장 복합충전소","서울특별시 강남구 광평로47길 28 (수서동, 수서역 공영주차장) 지상1층 정면 10M지점","3","DC콤보","급속(200kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"수서역 공영주차장 복합충전소","서울특별시 강남구 광평로47길 28 (수서동, 수서역 공영주차장) 지상1층 정면 10M지점","4","DC콤보","급속(200kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"수서역 공영주차장 복합충전소","서울특별시 강남구 광평로47길 28 (수서동, 수서역 공영주차장) 지상1층 정면 10M지점","5","DC콤보","급속(200kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"수서역 공영주차장 복합충전소","서울특별시 강남구 광평로47길 28 (수서동, 수서역 공영주차장) 지상1층 정면 10M지점","6","DC콤보","급속(200kW동시)","","서울시","","","","","","","","","","","","","","","","","","",""
"수유동 가오천 공영주차장 전기차 충전소","서울특별시 강북구 한천로150길 20 ","1","AC완속","완속(7kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"숭인도담공영주차장","서울특별시 종로구 숭인동길 81 숭인도담공영주차장","1","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"시립서부노인전문요양센터","서울특별시 마포구 월드컵로36길 15 지상 주차장","1","AC완속","완속(7kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"신대방동 거주자우선주차장","서울특별시 동작구 시흥대로 596 가6번 구획","1","DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"신도림역 공영주차장 ","서울특별시 구로구 새말로 111 구로미래도서관 주차장 ","1","DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"신도림역 공영주차장 ","서울특별시 구로구 새말로 111 구로미래도서관 주차장 ","2","DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"신사1동 공동주차장 ","서울특별시 은평구 신사동 23-16 ","1","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"신사1동 공동주차장 ","서울특별시 은평구 신사동 23-16 ","2","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"신월5동 복개 노상공영주차장","서울특별시 양천구 남부순환로 331 메디힐병원 뒤 요금정산소 인근","1","DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"신정4동길 노상공영주차장","서울특별시 양천구 신정중앙로 35 쌍용자동차 앞","1","DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"신정4동길 노상공영주차장","서울특별시 양천구 신정중앙로 35 쌍용자동차 앞","2","DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"신창동 공영주차장","서울특별시 용산구 원효로35길 53 신창동 공영주차장","1","DC콤보","급속(100kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"아현2구역 공영주차장","서울특별시 마포구 신촌로28길 29 ","1","DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"아현2구역 공영주차장","서울특별시 마포구 신촌로28길 29 ","2","DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"아현2구역 공영주차장","서울특별시 마포구 신촌로28길 29 ","3","DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"아현2구역 공영주차장","서울특별시 마포구 신촌로28길 29 ","4","DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"아현2구역 공영주차장","서울특별시 마포구 신촌로28길 29 ","5","DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
"아현2구역 공영주차장","서울특별시 마포구 신촌로28길 29 ","6","DC콤보","급속(50kW단독)","","서울시","","","","","","","","","","","","","","","","","","",""
